,Unnamed: 0,source,target,source_un,target_un
27,0,1108409117419454466,1384791429608886273,DrNadaAdel23,AGqHVK5gCFHucUh
28,0,1108409117419454466,866259130960535553,DrNadaAdel23,Islamelsherif7
29,0,1108409117419454466,1185679770325000192,DrNadaAdel23,jokerrx1_
30,0,1108409117419454466,922889506130399233,DrNadaAdel23,AdelDouadi1
31,0,1108409117419454466,1150481197140717569,DrNadaAdel23,DoaaOmran17
32,0,1108409117419454466,1030168765118513152,DrNadaAdel23,ph_hajoor
33,0,1108409117419454466,934154029449572353,DrNadaAdel23,mmosaad856
34,0,1108409117419454466,1360357666481205249,DrNadaAdel23,AmiraKh51803907
35,0,1108409117419454466,1358586108255289344,DrNadaAdel23,Pondokelmasry1
36,0,1108409117419454466,1358511542510252034,DrNadaAdel23,Salma65713909
37,0,1108409117419454466,1303084940435877892,DrNadaAdel23,OsamaTahoon7
38,0,1108409117419454466,1356666438011023373,DrNadaAdel23,pondokelmasry
39,0,1108409117419454466,2893957252,DrNadaAdel23,khbadle
40,0,1108409117419454466,1343237061441163264,DrNadaAdel23,ReemAshraf00
41,0,1108409117419454466,1352349990518194184,DrNadaAdel23,AliEmam54253423
42,0,1108409117419454466,1333158380928634881,DrNadaAdel23,ElsayedWaly7
43,0,1108409117419454466,1093474549755248640,DrNadaAdel23,mohamed18khaled
44,0,1108409117419454466,2987000051,DrNadaAdel23,ebeid9648
45,0,1108409117419454466,1012818836834410502,DrNadaAdel23,SaMia_Rezk
46,0,1108409117419454466,4613781035,DrNadaAdel23,lolity139
47,0,1108409117419454466,1290735155141914627,DrNadaAdel23,Ahmedal63132916
48,0,1108409117419454466,1263901391128604672,DrNadaAdel23,HamedSo02400359
49,0,1108409117419454466,1135169920470331392,DrNadaAdel23,nabilelrashidi
50,0,1108409117419454466,942379414184185856,DrNadaAdel23,nadaabdo99
51,0,1108409117419454466,1096873608436166656,DrNadaAdel23,waziralhaniyih
52,0,1108409117419454466,1190900594027958272,DrNadaAdel23,hossamhelal60
53,0,1108409117419454466,1182790672841097216,DrNadaAdel23,ahmed64884075
54,0,1108409117419454466,1307804234918887425,DrNadaAdel23,Mostafa13301627
55,0,1108409117419454466,819833671213424640,DrNadaAdel23,mohamedabdsal12
56,0,1108409117419454466,1300102569759584265,DrNadaAdel23,67U1GZnZsCKsmfG
57,0,1108409117419454466,1065636646564052993,DrNadaAdel23,doddabebo
58,0,1108409117419454466,794884796208050176,DrNadaAdel23,yasMinna169
59,0,1108409117419454466,1293575308323557386,DrNadaAdel23,Hussen1718
60,0,1108409117419454466,1291900947355111424,DrNadaAdel23,AlkaderAmera
61,0,1108409117419454466,1291345974628163585,DrNadaAdel23,SaifJabour
62,0,1108409117419454466,1274117685215969280,DrNadaAdel23,FatmaElrashidy5
63,0,1108409117419454466,849409688466862081,DrNadaAdel23,elzuuza
64,0,1108409117419454466,1054323039805038592,DrNadaAdel23,KareemA22485453
65,0,1108409117419454466,1053388087127093248,DrNadaAdel23,Donia78739717
66,0,1108409117419454466,1242877834743472137,DrNadaAdel23,hagarfa123455
67,0,1108409117419454466,1205417886535372800,DrNadaAdel23,ahmed_khalifa8
68,0,1108409117419454466,1095682864656596992,DrNadaAdel23,AhmedRa60064528
69,0,1108409117419454466,2238799968,DrNadaAdel23,ashrafmedany312
70,0,1108409117419454466,252691120,DrNadaAdel23,mo_Rashwan
71,0,1108409117419454466,1003430400142831616,DrNadaAdel23,menna_abuelfath
72,0,1108409117419454466,1202731760527777797,DrNadaAdel23,eltopgy_hassan
73,0,1108409117419454466,1262184115782197248,DrNadaAdel23,otete414
74,0,1108409117419454466,1259881435000963074,DrNadaAdel23,FatmaRashwan14
75,0,1108409117419454466,1172139026457010176,DrNadaAdel23,Eng0007
76,0,1108409117419454466,1154462270535196672,DrNadaAdel23,Rofa44719756
77,0,1108409117419454466,1234645288645689344,DrNadaAdel23,Mohamed86842397
78,0,1108409117419454466,1235675157555011585,DrNadaAdel23,M7mdS3e70455625
79,0,1108409117419454466,1135685061959913473,DrNadaAdel23,AliAhme84491307
80,0,1108409117419454466,1245937501816205312,DrNadaAdel23,MKHETO3
81,0,1108409117419454466,1244496013211115521,DrNadaAdel23,soo_anaa
82,0,1108409117419454466,1225144416790290433,DrNadaAdel23,llP0v743G2zqFk4
83,0,1108409117419454466,1236183255331811328,DrNadaAdel23,ILif0X6d1DnDWlp
84,0,1108409117419454466,1224783093082591233,DrNadaAdel23,arafat_farida
85,0,1108409117419454466,1182811076192296961,DrNadaAdel23,Mostafa76797114
86,0,1108409117419454466,1236796255587753986,DrNadaAdel23,Mu_Abouzaid
87,0,1108409117419454466,4246553662,DrNadaAdel23,NKnePyPujVFbXoo
88,0,1108409117419454466,1232008787663478784,DrNadaAdel23,Samar77242363
89,0,1108409117419454466,977705927716622336,DrNadaAdel23,mahmoudaisa3
90,0,1108409117419454466,1100365786500288512,DrNadaAdel23,TdJbFjBJs3EvKe2
91,0,1108409117419454466,1148248306776231936,DrNadaAdel23,qPK0dnLhwOdYenB
92,0,1108409117419454466,1231012783640252416,DrNadaAdel23,Haneen40845826
93,0,1108409117419454466,1188898506595078144,DrNadaAdel23,AdhamSaadawi55
94,0,1108409117419454466,1230224330942013442,DrNadaAdel23,Belal67739063
95,0,1108409117419454466,990856464771305472,DrNadaAdel23,EbrhemRagap
96,0,1108409117419454466,1212435735761940480,DrNadaAdel23,AhmedEl78160213
97,0,1108409117419454466,974403609076158464,DrNadaAdel23,hajjaarrr
98,0,1108409117419454466,1116162519238959106,DrNadaAdel23,Marim29944775
99,0,1108409117419454466,482476715,DrNadaAdel23,alyelbassel
100,0,1108409117419454466,1226180565520572416,DrNadaAdel23,ahmed_chocola
101,0,1108409117419454466,1225501783306440704,DrNadaAdel23,SlatinAmir
102,0,1108409117419454466,1223752077131833344,DrNadaAdel23,hesh22289646
103,0,1108409117419454466,1196509192896602114,DrNadaAdel23,ShararaMesho
104,0,1108409117419454466,1192333046906867713,DrNadaAdel23,mohamed21588141
105,0,1108409117419454466,1223173155109384193,DrNadaAdel23,MKhitto
106,0,1108409117419454466,1222630096877518853,DrNadaAdel23,hMLFggSSpPtYfGK
107,0,1108409117419454466,1221693231173447682,DrNadaAdel23,8i7eA9jICTTBOnp
108,0,1108409117419454466,1211546847417749504,DrNadaAdel23,engmoha96232814
109,0,1108409117419454466,1204468245652279301,DrNadaAdel23,AhmedSa48835798
110,0,1108409117419454466,1214633046709850112,DrNadaAdel23,iljmXlCVa0VZLzc
111,0,1108409117419454466,1212727406185701376,DrNadaAdel23,U8yNEN9AVntDNGH
112,0,1108409117419454466,750658880628293632,DrNadaAdel23,NadaHegazy19
113,0,1108409117419454466,1087051573438631936,DrNadaAdel23,nasr33013103
114,0,1108409117419454466,1215858186026127362,DrNadaAdel23,ChuadharyOmer
115,0,1108409117419454466,879270671372746752,DrNadaAdel23,Omar79003539
116,0,1108409117419454466,1203446207412080640,DrNadaAdel23,M_hesham9
117,0,1108409117419454466,1214754432312860673,DrNadaAdel23,MennaMa65104613
118,0,1108409117419454466,1214621103617986561,DrNadaAdel23,Ahmedna75166710
119,0,1108409117419454466,1213862875518783488,DrNadaAdel23,Node55722717
120,0,1108409117419454466,1184495687377018880,DrNadaAdel23,MmD88372971
121,0,1108409117419454466,1186045417,DrNadaAdel23,neen_haneen
122,0,1108409117419454466,1208812285122224129,DrNadaAdel23,BeddingSocial
123,0,1108409117419454466,956987365020569600,DrNadaAdel23,shimaarafat99
124,0,1108409117419454466,1204124589317603329,DrNadaAdel23,Abokenan_11
125,0,1108409117419454466,1210212750909153280,DrNadaAdel23,MyRoom07076468
126,0,1108409117419454466,1188938360129241089,DrNadaAdel23,emy_mohamed96
127,0,1108409117419454466,1038910392188194817,DrNadaAdel23,EsraaYa71309622
128,0,1108409117419454466,1205955479832322048,DrNadaAdel23,EsraaAboelnas10
129,0,1108409117419454466,781227769443278849,DrNadaAdel23,maii_faiirouz
130,0,1108409117419454466,1187998939670335488,DrNadaAdel23,Mohamed76788680
131,0,1108409117419454466,833763614234378240,DrNadaAdel23,sad_pird
132,0,1108409117419454466,1163264404122738688,DrNadaAdel23,Somya_yaser
133,0,1108409117419454466,333928223,DrNadaAdel23,kjngmatrex
134,0,1108409117419454466,1119163368688865281,DrNadaAdel23,AlnagarBerri
135,0,1108409117419454466,1103011551680827394,DrNadaAdel23,FKehlawy
136,0,1108409117419454466,1165791717272014850,DrNadaAdel23,OdDCKlS5r7uRPjl
137,0,1108409117419454466,1203855484840742917,DrNadaAdel23,AmlGaberTeleb
138,0,1108409117419454466,1536602545,DrNadaAdel23,gagaami11
139,0,1108409117419454466,1147451005786906624,DrNadaAdel23,saed5589
140,0,1108409117419454466,921710879808241664,DrNadaAdel23,orisatik0307
141,0,1108409117419454466,1135693240911433728,DrNadaAdel23,MaiAdelGoma1
142,0,1108409117419454466,1128350203189317632,DrNadaAdel23,Youssef06507406
143,0,1108409117419454466,4889565682,DrNadaAdel23,saramoutawea
144,0,1108409117419454466,1179499619845394432,DrNadaAdel23,Waad96623477
145,0,1108409117419454466,4714375097,DrNadaAdel23,Radwaan___
146,0,1108409117419454466,26835542,DrNadaAdel23,mohamadgabre
147,0,1108409117419454466,716709668379295744,DrNadaAdel23,mahmooud_1
148,0,1108409117419454466,826760665897562113,DrNadaAdel23,_unfavkero
149,0,1108409117419454466,1198383899547713541,DrNadaAdel23,Mohamed56303985
150,0,1108409117419454466,1130099904649547777,DrNadaAdel23,CaptianYoussef
151,0,1108409117419454466,593056534,DrNadaAdel23,mido02015
152,0,1108409117419454466,1200461139311779840,DrNadaAdel23,hoda86551091
153,0,1108409117419454466,4018454062,DrNadaAdel23,Eslam863332
154,0,1108409117419454466,1147605005442138117,DrNadaAdel23,sajamajedk
155,0,1108409117419454466,1202310397476384768,DrNadaAdel23,Mego7000
156,0,1108409117419454466,727168503531356160,DrNadaAdel23,roukyaaa
157,0,1108409117419454466,1178648880830963713,DrNadaAdel23,b_a__t9
158,0,1108409117419454466,1199591621131743233,DrNadaAdel23,ElbaalyG
159,0,1108409117419454466,1175563931961778176,DrNadaAdel23,Totaess38976939
160,0,1108409117419454466,950421626222514176,DrNadaAdel23,Esraabakc
161,0,1108409117419454466,1134603557762719744,DrNadaAdel23,ShimaaM566
162,0,1108409117419454466,1179465644389097473,DrNadaAdel23,LinaLol52996936
163,0,1108409117419454466,1132536480763645953,DrNadaAdel23,Hagar00326165
164,0,1108409117419454466,1193979153952976898,DrNadaAdel23,xmE7YYMGIoadI16
165,0,1108409117419454466,1052309902075531264,DrNadaAdel23,NadaKha93
166,0,1108409117419454466,1013867645186330626,DrNadaAdel23,ura_elattar
167,0,1108409117419454466,1188332377451442177,DrNadaAdel23,osama0099
168,0,1108409117419454466,996066863959461889,DrNadaAdel23,ab45selim
169,0,1108409117419454466,1031031037579730944,DrNadaAdel23,Nagwa02411289
170,0,1108409117419454466,1161327107714293761,DrNadaAdel23,CRISTIAINO7777
171,0,1108409117419454466,862464095899049984,DrNadaAdel23,Bassant63938126
172,0,1108409117419454466,1057668730140966914,DrNadaAdel23,yooh1256
173,0,1108409117419454466,1078061008147677185,DrNadaAdel23,abdelrahman241
174,0,1108409117419454466,1125961296560758784,DrNadaAdel23,sama_abdein
175,0,1108409117419454466,840708205189685248,DrNadaAdel23,mohameed8877445
176,0,1108409117419454466,1201546379736293377,DrNadaAdel23,Hussienelseady_
177,0,1108409117419454466,850630920373768192,DrNadaAdel23,5511Had
178,0,1108409117419454466,1041390140541882368,DrNadaAdel23,MahannyMahmoud
179,0,1108409117419454466,999064396486897664,DrNadaAdel23,EmyHelmy20
180,0,1108409117419454466,1103671481349873664,DrNadaAdel23,VVOODKAA
181,0,1108409117419454466,1175055326871269377,DrNadaAdel23,mo_gais
182,0,1108409117419454466,357359576,DrNadaAdel23,jashrawat
183,0,1108409117419454466,988699786743345152,DrNadaAdel23,MohameddNasrr0
184,0,1108409117419454466,1142158762112929798,DrNadaAdel23,npprxn
185,0,1108409117419454466,1084048769270853632,DrNadaAdel23,MinaYousri4
186,0,1108409117419454466,1079830621936107520,DrNadaAdel23,JustSmi98985932
187,0,1108409117419454466,4863954645,DrNadaAdel23,Shora46017017
188,0,1108409117419454466,4923555899,DrNadaAdel23,SaidAsaadSaid
189,0,1108409117419454466,1200018507397836800,DrNadaAdel23,EladlManar
190,0,1108409117419454466,1196899975306854401,DrNadaAdel23,MedoKha20015509
191,0,1108409117419454466,796999331618422784,DrNadaAdel23,M__SD__55
192,0,1108409117419454466,1174360257205813248,DrNadaAdel23,RahmaSoultan
193,0,1108409117419454466,1084850839615877120,DrNadaAdel23,Mennaa_3amer
194,0,1108409117419454466,1198290337594322949,DrNadaAdel23,OmarEln86116999
195,0,1108409117419454466,1185943076017229824,DrNadaAdel23,JooRakha
196,0,1108409117419454466,750497899696521216,DrNadaAdel23,MennaHa71382792
197,0,1108409117419454466,1195652170974150656,DrNadaAdel23,abuRayya09
198,0,1108409117419454466,1164763654023049216,DrNadaAdel23,Mohamed38235785
199,0,1108409117419454466,1184632261544730624,DrNadaAdel23,Islam01342101
200,0,1108409117419454466,933455883945893888,DrNadaAdel23,Rano0odeh
201,0,1108409117419454466,811872913230008320,DrNadaAdel23,Z31010
202,0,1108409117419454466,1095142797391417345,DrNadaAdel23,LiLianmaged3
203,0,1108409117419454466,1196902179992489984,DrNadaAdel23,Mansour34592235
204,0,1108409117419454466,525422468,DrNadaAdel23,mah_akl
205,0,1108409117419454466,1168363721871319040,DrNadaAdel23,Esraa_25_7
206,0,1108409117419454466,1058092754755035136,DrNadaAdel23,HagerElzhery
207,0,1108409117419454466,1056318765179248641,DrNadaAdel23,Hwwa_tamer
208,0,1108409117419454466,1172495349983907840,DrNadaAdel23,Mariam_ekramy
209,0,1108409117419454466,1147124237787901953,DrNadaAdel23,Emanrez44361443
210,0,1108409117419454466,1063846725910216704,DrNadaAdel23,HanemMashaly
211,0,1108409117419454466,1149657156758777856,DrNadaAdel23,JamilAbd6
212,0,1108409117419454466,4156691806,DrNadaAdel23,mooyousif___1
213,0,1108409117419454466,1152743633013096448,DrNadaAdel23,Emadhel46697678
214,0,1108409117419454466,1090700710067556357,DrNadaAdel23,moaidi81
215,0,1108409117419454466,1159560689125666817,DrNadaAdel23,Nadeen47092965
216,0,1108409117419454466,1194559227467051008,DrNadaAdel23,Basbosa07994012
217,0,1108409117419454466,1194654620372676611,DrNadaAdel23,Ranarabea12
218,0,1108409117419454466,1042519026679926786,DrNadaAdel23,Eslamelfito1
219,0,1108409117419454466,1103708849826136064,DrNadaAdel23,aseelalturk0
220,0,1108409117419454466,1165345515418128385,DrNadaAdel23,AsmaaElkordi10
221,0,1108409117419454466,1193151710384009216,DrNadaAdel23,Popa69375154
222,0,1108409117419454466,866395644013031424,DrNadaAdel23,HadeerA36235777
223,0,1108409117419454466,1157555499124047872,DrNadaAdel23,languagepod99
224,0,1108409117419454466,1171694267133321216,DrNadaAdel23,fathiiemaad
225,0,1108409117419454466,1063151900114206721,DrNadaAdel23,hemohash
226,0,1108409117419454466,740820215672496132,DrNadaAdel23,Shaymaa250
227,0,1108409117419454466,1013155254211366912,DrNadaAdel23,Afndiena2020
228,0,1108409117419454466,1169348058016026625,DrNadaAdel23,ShoaibAzad20
229,0,1108409117419454466,598403052,DrNadaAdel23,sherief1982
230,0,1108409117419454466,1185632816475844608,DrNadaAdel23,Luka29101997
231,0,1108409117419454466,1168978335248125952,DrNadaAdel23,Emansha32149068
232,0,1108409117419454466,1151998032830971904,DrNadaAdel23,AbasTelb
233,0,1108409117419454466,1176576663100039172,DrNadaAdel23,shahdsoliman66
234,0,1108409117419454466,1176951706829152258,DrNadaAdel23,shrooksob7yy
235,0,1108409117419454466,1186372466224041984,DrNadaAdel23,3l_mshaD
236,0,1108409117419454466,1106879932179927040,DrNadaAdel23,Mohamed86801366
237,0,1108409117419454466,1185765146741878784,DrNadaAdel23,Nada10353070
238,0,1108409117419454466,1010635865218011136,DrNadaAdel23,ahmedsud579
239,0,1108409117419454466,1125935162682953728,DrNadaAdel23,Ahmed66748123
240,0,1108409117419454466,721398105707528193,DrNadaAdel23,anazezo95439610
241,0,1108409117419454466,802539909143810052,DrNadaAdel23,6nfhPIXLUegiZB8
242,0,1108409117419454466,2295141138,DrNadaAdel23,MoatazElfeky1
243,0,1108409117419454466,1186212376544239616,DrNadaAdel23,AbdUllhmohamedy
244,0,1108409117419454466,1186670516003921923,DrNadaAdel23,HebaMawed4
245,0,1108409117419454466,997123434772680704,DrNadaAdel23,BebooAhlam
246,0,1108409117419454466,941365697229262848,DrNadaAdel23,mazen_ahmed90
247,0,1108409117419454466,1185199281294184448,DrNadaAdel23,TheMermaid38
248,0,1108409117419454466,1180305111693893633,DrNadaAdel23,ICgjkQtKQe5w3TF
249,0,1108409117419454466,955901652615225344,DrNadaAdel23,sameh___zahran
250,0,1108409117419454466,828833178672590848,DrNadaAdel23,azza_shata
251,0,1108409117419454466,1176524500579565568,DrNadaAdel23,vabJTOpqKdkR8Zi
252,0,1108409117419454466,2359978020,DrNadaAdel23,Mohamed_FawzY__
253,0,1108409117419454466,1176171210960490497,DrNadaAdel23,SamehMekawy6
254,0,1108409117419454466,1172850033194127362,DrNadaAdel23,Amr_Moustafa_13
255,0,1108409117419454466,1170502110909259778,DrNadaAdel23,Zakiya17749279
256,0,1108409117419454466,1169049133635833862,DrNadaAdel23,gq62JXUN4nqdT9C
257,0,1108409117419454466,1094917623047966723,DrNadaAdel23,alaaelghzawy
258,0,1108409117419454466,1001280767123689472,DrNadaAdel23,ShaimaaAmer18
259,0,1108409117419454466,838176189625827328,DrNadaAdel23,kholoud_alabyad
260,0,1108409117419454466,730824574439395330,DrNadaAdel23,Haidy57226257
261,0,1108409117419454466,1156171015162142723,DrNadaAdel23,0Dbx3lVlWu1ifmY
262,0,1108409117419454466,1095656460015620096,DrNadaAdel23,Zekovich5
263,0,1108409117419454466,933616371178655745,DrNadaAdel23,mhmdt1739
264,0,1108409117419454466,1148641894123089926,DrNadaAdel23,farouk_elsafty
265,0,1108409117419454466,1145643589994762240,DrNadaAdel23,MohamedZorraga
266,0,1108409117419454466,980540896667144193,DrNadaAdel23,MaherFebby
267,0,1108409117419454466,4124937140,DrNadaAdel23,ahmad1983_www
268,0,1108409117419454466,1133512090755506179,DrNadaAdel23,HusnanMahmoud
269,0,1108409117419454466,1132650032358932480,DrNadaAdel23,DINA32197509
270,0,1108409117419454466,1095718883045052417,DrNadaAdel23,Rawankh28466411
271,0,1108409117419454466,1124724144506048512,DrNadaAdel23,mohamed00159059
272,0,1108409117419454466,1123242205227966465,DrNadaAdel23,BSmallaa
273,0,1108409117419454466,1099035882911395840,DrNadaAdel23,KitKat9493
274,0,1108409117419454466,1090402060342882304,DrNadaAdel23,AMahra98
275,0,1108409117419454466,1096042719036755968,DrNadaAdel23,Hamsaa40032447
276,0,1108409117419454466,1116320402798723077,DrNadaAdel23,fareskhaled98
277,0,1108409117419454466,1061289718988578818,DrNadaAdel23,alahlwya_1907
278,0,1108409117419454466,2880826383,DrNadaAdel23,MKhaled988
279,0,1108409117419454466,1069218264708988933,DrNadaAdel23,Ph_Shehata
280,0,1108409117419454466,1028194291464765440,DrNadaAdel23,Ahmed_90Mo
281,0,1108409117419454466,418157859,DrNadaAdel23,mohamedeltamy
282,0,1108409117419454466,934778537583800320,DrNadaAdel23,alshazly445
283,0,1108409117419454466,1010887841126277121,DrNadaAdel23,Mahmoud70240206
284,0,1108409117419454466,1353161178,DrNadaAdel23,elbanna_95
285,0,1108409117419454466,616654348,DrNadaAdel23,alaafarouk74
286,0,1108409117419454466,1016752627823054849,DrNadaAdel23,Amr39678179
287,0,1108409117419454466,745467704727920640,DrNadaAdel23,3bdallahayoub
288,0,1108409117419454466,942872377725194241,DrNadaAdel23,7elmielkory
289,0,1108409117419454466,3192544300,DrNadaAdel23,darshmido1
290,0,1108409117419454466,770642168096690176,DrNadaAdel23,aya83748
291,0,1108409117419454466,864078540156915712,DrNadaAdel23,HadeerA50141947
292,0,1108409117419454466,952103144816857088,DrNadaAdel23,MekawyNahla
293,0,1108409117419454466,935617888374927360,DrNadaAdel23,Bodda996
294,0,1108409117419454466,822522181431263232,DrNadaAdel23,5ZJt0gb6KCxkeHj
295,0,1108409117419454466,948444089812508672,DrNadaAdel23,AbdoMah51313162
296,0,1108409117419454466,605647365,DrNadaAdel23,Alhalawany2012
297,0,1108409117419454466,1094391011378380800,DrNadaAdel23,Eltahaw93241137
298,0,1108409117419454466,1058089516102287360,DrNadaAdel23,NermenKhaled10
299,0,1108409117419454466,915673341045936129,DrNadaAdel23,amryosryy
300,0,1108409117419454466,3432642869,DrNadaAdel23,mawada731arafat
301,0,1108409117419454466,1115980609690701826,DrNadaAdel23,j59F12POQapFLw3
302,0,1108409117419454466,720956777655889923,DrNadaAdel23,SmsmaAdel4
303,0,1108409117419454466,1078672111512764416,DrNadaAdel23,Zezeosama118
304,0,1108409117419454466,1052928851259609088,DrNadaAdel23,Aml57350432
305,0,1515487885218443265,884378714,adora51076779,SMTOWNGLOBAL
306,0,1515487885218443265,1083198663424237569,adora51076779,TXT_bighit
307,0,1515487885218443265,873115441303924736,adora51076779,weareoneEXO
308,0,1515487885218443265,859297966581891072,adora51076779,Stray_Kids
309,0,1515487885218443265,956888370,adora51076779,pledis_17
310,0,1515487885218443265,197768527,adora51076779,xtkstar
311,0,1515487885218443265,235322186,adora51076779,blackstone
312,0,1515487885218443265,1276074249099173888,adora51076779,btsvotingorg
313,0,1515487885218443265,887973863824306176,adora51076779,SHINee
314,0,1515487885218443265,1303440988694884357,adora51076779,latamshinee
315,0,1515487885218443265,1299099964568678400,adora51076779,GYUROCKERO
316,0,1515487885218443265,162436035,adora51076779,_SkeletonFlower
317,0,1515487885218443265,427122847,adora51076779,shinetter
318,0,1515487885218443265,1168014519454638080,adora51076779,husseinElbaz___
319,0,1515487885218443265,1159086054193926146,adora51076779,MOCLibraries
320,0,1515487885218443265,5943942,adora51076779,SoundCloud
321,0,1515487885218443265,988692701791993856,adora51076779,weverseofficial
322,0,1515487885218443265,274272590,adora51076779,BIGHITAudition
323,0,1515487885218443265,980749991491682304,adora51076779,BTSW_official
324,0,1515487885218443265,335141638,adora51076779,BTS_twt
325,0,1515487885218443265,1030429864099106817,adora51076779,bts123_bantan
326,0,1515487885218443265,920160588650516480,adora51076779,bts_love_myself
327,0,1515487885218443265,894537112225067008,adora51076779,BT21_
328,0,1515487885218443265,1126749496082223104,adora51076779,HYBE_MERCH
329,0,1515487885218443265,1290950071391928321,adora51076779,HYBE_EDU
330,0,1515487885218443265,168683422,adora51076779,BIGHIT_MUSIC
331,0,1515487885218443265,1377043537452146688,adora51076779,HYBEOFFICIALtwt
332,0,1515487885218443265,1459223742,adora51076779,Vliveofficial
333,0,1515487885218443265,1878450026,adora51076779,BTS_jp_official
334,0,1515487885218443265,1409798257,adora51076779,bts_bighit
335,0,1515487885218443265,1020620333131489280,adora51076779,truescho
336,0,1515487885218443265,2335644942,adora51076779,WimShakespeare
337,0,1515487885218443265,1197929582768336900,adora51076779,ElhadeBik
338,0,1515487885218443265,1184902120513966080,adora51076779,magymaher40
339,0,1515487885218443265,1286487506804973568,adora51076779,freedomfirst
340,0,1515487885218443265,1276085960548155397,adora51076779,G20edu
341,0,1515487885218443265,1291900947355111424,adora51076779,AlkaderAmera
342,0,1515487885218443265,1243136034046717952,adora51076779,ezz_ahmed1
343,0,1515487885218443265,1259318879345610758,adora51076779,beyazgolge0
344,0,1515487885218443265,1259881435000963074,adora51076779,FatmaRashwan14
345,0,1515487885218443265,1024926798,adora51076779,MohammedAssaf89
346,0,1515487885218443265,1024400059,adora51076779,SalmaRach
347,0,1515487885218443265,201690895,adora51076779,AbdelKrimHamdan
348,0,1515487885218443265,3044992129,adora51076779,Wam_Shakespeare
349,0,1515487885218443265,1142158762112929798,adora51076779,npprxn
350,0,1515487885218443265,845745091314626565,adora51076779,yanabeetv1
351,0,1515487885218443265,44860908,adora51076779,hiamag
352,0,1515487885218443265,2573113307,adora51076779,karimabdelaziz
353,0,1515487885218443265,750497899696521216,adora51076779,MennaHa71382792
354,0,1515487885218443265,3865838955,adora51076779,ahmedkamelmusic
355,0,1515487885218443265,1024358401,adora51076779,realkaranmehra
356,0,1515487885218443265,439488777,adora51076779,KVBohra
357,0,1515487885218443265,57998991,adora51076779,Riteishd
358,0,1515487885218443265,51376979,adora51076779,sonamakapoor
359,0,1515487885218443265,596939570,adora51076779,IbrahimFayek
360,0,1515487885218443265,19583545,adora51076779,LFC
361,0,1515487885218443265,1186045417,adora51076779,neen_haneen
362,0,1515487885218443265,1168363721871319040,adora51076779,Esraa_25_7
363,0,1515487885218443265,482970120,adora51076779,amrelsolia
364,0,1515487885218443265,4849743664,adora51076779,motm2na_
365,0,1515487885218443265,944003206459396096,adora51076779,1ktabat
366,0,1515487885218443265,497128052,adora51076779,muhammedhany
367,0,1515487885218443265,848811463963574272,adora51076779,EktaaRKapoor
368,0,1515487885218443265,54829997,adora51076779,AnushkaSharma
369,0,1515487885218443265,57928790,adora51076779,karanjohar
370,0,1515487885218443265,1652526218,adora51076779,AnilKapoor
371,0,1515487885218443265,230288829,adora51076779,amrwaked
372,0,1515487885218443265,1060208705352949761,adora51076779,MohamedMahmoud
373,0,1515487885218443265,385291247,adora51076779,heekma
374,0,1515487885218443265,3296597088,adora51076779,AlAhlyEnglish
375,0,1515487885218443265,904142542907854848,adora51076779,AlhadathAlakher
376,0,1515487885218443265,1140653009506095104,adora51076779,Eltnheeda
